# begin r =  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00:
# r =  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
# R =  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
# l  m                  (r+R)^l Ylm(r+R)
  4  4 -1.457592055740661E+01   9.293186541344635E+00
  5  0  1.121626686279867E+01   0.000000000000000E+00
  5  1  4.284767929858678E+01  -5.713023906478237E+01
  5  2  7.785355123104759E+00   2.669264613635916E+01
  5  3  5.944826598713981E+01   2.235661284986453E+01
  5  4 -7.251428919441851E+01   4.623301929663118E+01
  5  5  3.437479131733843E+00  -4.519487331005356E+01
  6  0  1.954643710163177E+02   0.000000000000000E+00
  6  1  4.211805942434938E+01  -5.615741256579918E+01
  6  2  5.981087797190051E+01   2.050658673322302E+02
  6  3 -1.071740908779229E+01  -4.030478631306499E+00
  6  4 -1.909615962353703E+02   1.217516059489268E+02
  6  5  1.859101090170570E+01  -2.444286496612455E+02
  6  6  8.871386854541436E+01   7.771615677219313E+01

# r =  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
# R = -2.000000000000000E+00 -1.500000000000000E+00  1.500000000000000E+00
# l  m                  (r+R)^l Ylm(r+R)
  0  0  2.820947917738781E-01   0.000000000000000E+00
  1  0  7.329037678543798E-01   0.000000000000000E+00
  1  1 -6.909882989426710E-01  -5.182412242070032E-01
  2  0 -5.519352391919106E-01  -0.000000000000000E+00
  2  1 -2.317645212139138E+00  -1.738233909104353E+00
  2  2  6.759798535405821E-01   2.317645212139138E+00
  3  0 -7.976644109113717E+00  -0.000000000000000E+00
  3  1 -1.777491012627827E+00  -1.333118259470870E+00
  3  2  2.682711875637367E+00   9.197869287899540E+00
  3  3  2.294731029980311E+00  -6.101898420629467E+00
  4  0 -1.902156365469017E+01  -0.000000000000000E+00
  4  1  1.383780492545432E+01   1.037835369409074E+01
  4  2  4.244264010691555E+00   1.455176232237104E+01
  4  3  1.032628963491140E+01  -2.745854289283259E+01
  4  4 -1.457592055740661E+01   9.293186541344635E+00
  5  0  1.121626686279867E+01   0.000000000000000E+00
  5  1  5.713023906478237E+01   4.284767929858678E+01
  5  2 -7.785355123104759E+00  -2.669264613635916E+01
  5  3  2.235661284986453E+01  -5.944826598713981E+01
  5  4 -7.251428919441851E+01   4.623301929663118E+01
  5  5  4.519487331005356E+01   3.437479131733843E+00
  6  0  1.954643710163177E+02   0.000000000000000E+00
  6  1  5.615741256579918E+01   4.211805942434938E+01
  6  2 -5.981087797190051E+01  -2.050658673322302E+02
  6  3 -4.030478631306499E+00   1.071740908779229E+01
  6  4 -1.909615962353703E+02   1.217516059489268E+02
  6  5  2.444286496612455E+02   1.859101090170570E+01
  6  6 -8.871386854541436E+01  -7.771615677219313E+01

# r =  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
# R =  0.000000000000000E+00  1.500000000000000E+00  2.500000000000000E+00
# l  m                  (r+R)^l Ylm(r+R)
  0  0  2.820947917738781E-01   0.000000000000000E+00
  1  0  1.221506279757300E+00   0.000000000000000E+00
  1  1  0.000000000000000E+00   5.182412242070032E-01
  2  0  3.232763543838330E+00   0.000000000000000E+00
  2  1  0.000000000000000E+00   2.897056515173922E+00
  2  2 -8.691169545521765E-01   0.000000000000000E+00
  3  0  5.364409780982903E+00   0.000000000000000E+00
  3  1  0.000000000000000E+00   1.102852378289538E+01
  3  2 -5.748668304937210E+00   0.000000000000000E+00
  3  3 -0.000000000000000E+00  -1.408130404760646E+00
  4  0 -1.038020679105461E+00  -0.000000000000000E+00
  4  1  0.000000000000000E+00   3.237691537045397E+01
  4  2 -2.653187699294374E+01   0.000000000000000E+00
  4  3 -0.000000000000000E+00  -1.056097803570484E+01
  4  4  2.240321755502724E+00  -0.000000000000000E+00
  5  0 -5.089166375512266E+01  -0.000000000000000E+00
  5  1  0.000000000000000E+00   7.149286924312186E+01
  5  2 -9.771415103488614E+01   0.000000000000000E+00
  5  3 -0.000000000000000E+00  -5.575099248875794E+01
  5  4  1.857576668168215E+01  -0.000000000000000E+00
  5  5  0.000000000000000E+00   3.524503919879015E+00
  6  0 -2.447364623864424E+02  -0.000000000000000E+00
  6  1  0.000000000000000E+00   8.738386927793675E+01
  6  2 -2.968355910170152E+02   0.000000000000000E+00
  6  3 -0.000000000000000E+00  -2.377066374600077E+02
  6  4  1.088238598777014E+02  -0.000000000000000E+00
  6  5  0.000000000000000E+00   3.176944900924403E+01
  6  6 -5.502629981247940E+00   0.000000000000000E+00

# r =  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
# R = -2.500000000000000E+00  1.500000000000000E+00  0.000000000000000E+00
# l  m                  (r+R)^l Ylm(r+R)
  0  0  2.820947917738781E-01   0.000000000000000E+00
  1  0  0.000000000000000E+00   0.000000000000000E+00
  1  1 -8.637353736783387E-01   5.182412242070032E-01
  2  0 -2.680828304646421E+00  -0.000000000000000E+00
  2  1 -0.000000000000000E+00   0.000000000000000E+00
  2  2  1.545096808092758E+00  -2.897056515173922E+00
  3  0 -0.000000000000000E+00  -0.000000000000000E+00
  3  1  6.867578912425700E+00  -4.120547347455420E+00
  3  2  0.000000000000000E+00  -0.000000000000000E+00
  3  3  5.215297795409801E-01   1.032628963491140E+01
  4  0  2.292901729387054E+01   0.000000000000000E+00
  4  1  0.000000000000000E+00  -0.000000000000000E+00
  4  2 -1.137379124047392E+01   2.132585857588859E+01
  4  3  0.000000000000000E+00   0.000000000000000E+00
  4  4 -1.781194087091054E+01  -2.655196154669895E+01
  5  0  0.000000000000000E+00   0.000000000000000E+00
  5  1 -5.785087277407886E+01   3.471052366444732E+01
  5  2 -0.000000000000000E+00   0.000000000000000E+00
  5  3 -3.675652015935178E+00  -7.277790991551649E+01
  5  4 -0.000000000000000E+00  -0.000000000000000E+00
  5  5  8.847520128091354E+01   4.159784873338689E+01
  6  0 -1.951971817130366E+02  -0.000000000000000E+00
  6  1 -0.000000000000000E+00   0.000000000000000E+00
  6  2  9.412592520788490E+01  -1.764861097647842E+02
  6  3 -0.000000000000000E+00  -0.000000000000000E+00
  6  4  1.220637895539241E+02   1.819584440555390E+02
  6  5  0.000000000000000E+00   0.000000000000000E+00
  6  6 -2.951643933974203E+02   2.989082952776659E+01

# r =  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
# R =  1.500000000000000E+00  2.000000000000000E+00  1.500000000000000E+00
# l  m                  (r+R)^l Ylm(r+R)
  0  0  2.820947917738781E-01   0.000000000000000E+00
  1  0  7.329037678543798E-01   0.000000000000000E+00
  1  1  5.182412242070032E-01   6.909882989426710E-01
  2  0 -5.519352391919106E-01  -0.000000000000000E+00
  2  1  1.738233909104353E+00   2.317645212139138E+00
  2  2 -6.759798535405821E-01   2.317645212139138E+00
  3  0 -7.976644109113717E+00  -0.000000000000000E+00
  3  1  1.333118259470870E+00   1.777491012627827E+00
  3  2 -2.682711875637367E+00   9.197869287899540E+00
  3  3 -6.101898420629467E+00   2.294731029980311E+00
  4  0 -1.902156365469017E+01  -0.000000000000000E+00
  4  1 -1.037835369409074E+01  -1.383780492545432E+01
  4  2 -4.244264010691555E+00   1.455176232237104E+01
  4  3 -2.745854289283259E+01   1.032628963491140E+01
  4  4 -1.457592055740661E+01  -9.293186541344635E+00
  5  0  1.121626686279867E+01   0.000000000000000E+00
  5  1 -4.284767929858678E+01  -5.713023906478237E+01
  5  2  7.785355123104759E+00  -2.669264613635916E+01
  5  3 -5.944826598713981E+01   2.235661284986453E+01
  5  4 -7.251428919441851E+01  -4.623301929663118E+01
  5  5 -3.437479131733843E+00  -4.519487331005356E+01
  6  0  1.954643710163177E+02   0.000000000000000E+00
  6  1 -4.211805942434938E+01  -5.615741256579918E+01
  6  2  5.981087797190051E+01  -2.050658673322302E+02
  6  3  1.071740908779229E+01  -4.030478631306499E+00
  6  4 -1.909615962353703E+02  -1.217516059489268E+02
  6  5 -1.859101090170570E+01  -2.444286496612455E+02
  6  6  8.871386854541436E+01  -7.771615677219313E+01

# r =  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
# R =  1.500000000000000E+00 -1.500000000000000E+00  2.000000000000000E+00
# l  m                  (r+R)^l Ylm(r+R)
  0  0  2.820947917738781E-01   0.000000000000000E+00
  1  0  9.772050238058398E-01   0.000000000000000E+00
  1  1  5.182412242070032E-01  -5.182412242070032E-01
  2  0  1.103870478383819E+00   0.000000000000000E+00
  2  1  2.317645212139138E+00  -2.317645212139138E+00
  2  2  0.000000000000000E+00  -1.738233909104353E+00
  3  0 -4.104939658491272E+00  -0.000000000000000E+00
  3  1  5.574858175969096E+00  -5.574858175969096E+00
  3  2  0.000000000000000E+00  -9.197869287899538E+00
  3  3 -2.816260809521292E+00  -2.816260809521292E+00
  4  0 -2.573233428712345E+01  -0.000000000000000E+00
  4  1  3.548155109090841E+00  -3.548155109090841E+00
  4  2  0.000000000000000E+00  -2.935441709857605E+01
  4  3 -1.689756485712775E+01  -1.689756485712775E+01
  4  4 -8.961287022010895E+00   0.000000000000000E+00
  5  0 -6.742186089439870E+01  -0.000000000000000E+00
  5  1 -3.254862253655789E+01   3.254862253655789E+01
  5  2  0.000000000000000E+00  -5.338529227271828E+01
  5  3 -6.421580286663219E+01  -6.421580286663219E+01
  5  4 -5.944245338138290E+01   0.000000000000000E+00
  5  5 -1.409801567951606E+01   1.409801567951606E+01
  6  0 -4.968727772243498E+01  -0.000000000000000E+00
  6  1 -1.615973962691225E+02   1.615973962691225E+02
  6  2 -0.000000000000000E+00   1.722113597012786E+01
  6  3 -1.626847738454619E+02  -1.626847738454619E+02
  6  4 -2.564811303341677E+02   0.000000000000000E+00
  6  5 -1.016622368295809E+02   1.016622368295809E+02
  6  6  0.000000000000000E+00   4.402103984998351E+01

# r =  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
# R = -1.500000000000000E+00  2.000000000000000E+00 -1.500000000000000E+00
# l  m                  (r+R)^l Ylm(r+R)
  0  0  2.820947917738781E-01   0.000000000000000E+00
  1  0 -7.329037678543798E-01  -0.000000000000000E+00
  1  1 -5.182412242070032E-01   6.909882989426710E-01
  2  0 -5.519352391919106E-01  -0.000000000000000E+00
  2  1  1.738233909104353E+00  -2.317645212139138E+00
  2  2 -6.759798535405821E-01  -2.317645212139138E+00
  3  0  7.976644109113717E+00   0.000000000000000E+00
  3  1 -1.333118259470870E+00   1.777491012627827E+00
  3  2  2.682711875637367E+00   9.197869287899540E+00
  3  3  6.101898420629467E+00   2.294731029980311E+00
  4  0 -1.902156365469017E+01  -0.000000000000000E+00
  4  1 -1.037835369409074E+01   1.383780492545432E+01
  4  2 -4.244264010691555E+00  -1.455176232237104E+01
  4  3 -2.745854289283259E+01  -1.032628963491140E+01
  4  4 -1.457592055740661E+01   9.293186541344635E+00
  5  0 -1.121626686279867E+01  -0.000000000000000E+00
  5  1  4.284767929858678E+01  -5.713023906478237E+01
  5  2 -7.785355123104759E+00  -2.669264613635916E+01
  5  3  5.944826598713981E+01   2.235661284986453E+01
  5  4  7.251428919441851E+01  -4.623301929663118E+01
  5  5  3.437479131733843E+00  -4.519487331005356E+01
  6  0  1.954643710163177E+02   0.000000000000000E+00
  6  1 -4.211805942434938E+01   5.615741256579918E+01
  6  2  5.981087797190051E+01   2.050658673322302E+02
  6  3  1.071740908779229E+01   4.030478631306499E+00
  6  4 -1.909615962353703E+02   1.217516059489268E+02
  6  5 -1.859101090170570E+01   2.444286496612455E+02
  6  6  8.871386854541436E+01   7.771615677219313E+01

# r =  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
# R =  2.000000000000000E+00  1.500000000000000E+00  1.500000000000000E+00
# l  m                  (r+R)^l Ylm(r+R)
  0  0  2.820947917738781E-01   0.000000000000000E+00
  1  0  7.329037678543798E-01   0.000000000000000E+00
  1  1  6.909882989426710E-01   5.182412242070032E-01
  2  0 -5.519352391919106E-01  -0.000000000000000E+00
  2  1  2.317645212139138E+00   1.738233909104353E+00
  2  2  6.759798535405821E-01   2.317645212139138E+00
  3  0 -7.976644109113717E+00  -0.000000000000000E+00
  3  1  1.777491012627827E+00   1.333118259470870E+00
  3  2  2.682711875637367E+00   9.197869287899540E+00
  3  3 -2.294731029980311E+00   6.101898420629467E+00
  4  0 -1.902156365469017E+01  -0.000000000000000E+00
  4  1 -1.383780492545432E+01  -1.037835369409074E+01
  4  2  4.244264010691555E+00   1.455176232237104E+01
  4  3 -1.032628963491140E+01   2.745854289283259E+01
  4  4 -1.457592055740661E+01   9.293186541344635E+00
  5  0  1.121626686279867E+01   0.000000000000000E+00
  5  1 -5.713023906478237E+01  -4.284767929858678E+01
  5  2 -7.785355123104759E+00  -2.669264613635916E+01
  5  3 -2.235661284986453E+01   5.944826598713981E+01
  5  4 -7.251428919441851E+01   4.623301929663118E+01
  5  5 -4.519487331005356E+01  -3.437479131733843E+00
  6  0  1.954643710163177E+02   0.000000000000000E+00
  6  1 -5.615741256579918E+01  -4.211805942434938E+01
  6  2 -5.981087797190051E+01  -2.050658673322302E+02
  6  3  4.030478631306499E+00  -1.071740908779229E+01
  6  4 -1.909615962353703E+02   1.217516059489268E+02
  6  5 -2.444286496612455E+02  -1.859101090170570E+01
  6  6 -8.871386854541436E+01  -7.771615677219313E+01

# r =  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
# R = -1.500000000000000E+00  1.500000000000000E+00 -2.000000000000000E+00
# l  m                  (r+R)^l Ylm(r+R)
  0  0  2.820947917738781E-01   0.000000000000000E+00
  1  0 -9.772050238058398E-01  -0.000000000000000E+00
  1  1 -5.182412242070032E-01   5.182412242070032E-01
  2  0  1.103870478383819E+00   0.000000000000000E+00
  2  1  2.317645212139138E+00  -2.317645212139138E+00
  2  2  0.000000000000000E+00  -1.738233909104353E+00
  3  0  4.104939658491272E+00   0.000000000000000E+00
  3  1 -5.574858175969096E+00   5.574858175969096E+00
  3  2 -0.000000000000000E+00   9.197869287899538E+00
  3  3  2.816260809521292E+00   2.816260809521292E+00
  4  0 -2.573233428712345E+01  -0.000000000000000E+00
  4  1  3.548155109090841E+00  -3.548155109090841E+00
  4  2  0.000000000000000E+00  -2.935441709857605E+01
  4  3 -1.689756485712775E+01  -1.689756485712775E+01
  4  4 -8.961287022010895E+00   0.000000000000000E+00
  5  0  6.742186089439870E+01   0.000000000000000E+00
  5  1  3.254862253655789E+01  -3.254862253655789E+01
  5  2 -0.000000000000000E+00   5.338529227271828E+01
  5  3  6.421580286663219E+01   6.421580286663219E+01
  5  4  5.944245338138290E+01  -0.000000000000000E+00
  5  5  1.409801567951606E+01  -1.409801567951606E+01
  6  0 -4.968727772243498E+01  -0.000000000000000E+00
  6  1 -1.615973962691225E+02   1.615973962691225E+02
  6  2 -0.000000000000000E+00   1.722113597012786E+01
  6  3 -1.626847738454619E+02  -1.626847738454619E+02
  6  4 -2.564811303341677E+02   0.000000000000000E+00
  6  5 -1.016622368295809E+02   1.016622368295809E+02
  6  6  0.000000000000000E+00   4.402103984998351E+01

# r =  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
# R =  1.500000000000000E+00  0.000000000000000E+00  2.500000000000000E+00
# l  m                  (r+R)^l Ylm(r+R)
  0  0  2.820947917738781E-01   0.000000000000000E+00
  1  0  1.221506279757300E+00   0.000000000000000E+00
  1  1  5.182412242070032E-01   0.000000000000000E+00
  2  0  3.232763543838330E+00   0.000000000000000E+00
  2  1  2.897056515173922E+00   0.000000000000000E+00
  2  2  8.691169545521765E-01   0.000000000000000E+00
  3  0  5.364409780982903E+00   0.000000000000000E+00
  3  1  1.102852378289538E+01   0.000000000000000E+00
  3  2  5.748668304937210E+00   0.000000000000000E+00
  3  3  1.408130404760646E+00   0.000000000000000E+00
  4  0 -1.038020679105461E+00  -0.000000000000000E+00
  4  1  3.237691537045397E+01   0.000000000000000E+00
  4  2  2.653187699294374E+01   0.000000000000000E+00
  4  3  1.056097803570484E+01   0.000000000000000E+00
  4  4  2.240321755502724E+00   0.000000000000000E+00
  5  0 -5.089166375512266E+01  -0.000000000000000E+00
  5  1  7.149286924312186E+01   0.000000000000000E+00
  5  2  9.771415103488614E+01   0.000000000000000E+00
  5  3  5.575099248875794E+01   0.000000000000000E+00
  5  4  1.857576668168215E+01   0.000000000000000E+00
  5  5  3.524503919879015E+00   0.000000000000000E+00
  6  0 -2.447364623864424E+02  -0.000000000000000E+00
  6  1  8.738386927793675E+01   0.000000000000000E+00
  6  2  2.968355910170152E+02   0.000000000000000E+00
  6  3  2.377066374600077E+02   0.000000000000000E+00
  6  4  1.088238598777014E+02   0.000000000000000E+00
  6  5  3.176944900924403E+01   0.000000000000000E+00
  6  6  5.502629981247940E+00   0.000000000000000E+00

# r =  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
# R = -2.000000000000000E+00 -1.500000000000000E+00 -1.500000000000000E+00
# l  m                  (r+R)^l Ylm(r+R)
  0  0  2.820947917738781E-01   0.000000000000000E+00
  1  0 -7.329037678543798E-01  -0.000000000000000E+00
  1  1 -6.909882989426710E-01  -5.182412242070032E-01
  2  0 -5.519352391919106E-01  -0.000000000000000E+00
  2  1  2.317645212139138E+00   1.738233909104353E+00
  2  2  6.759798535405821E-01   2.317645212139138E+00
  3  0  7.976644109113717E+00   0.000000000000000E+00
  3  1 -1.777491012627827E+00  -1.333118259470870E+00
  3  2 -2.682711875637367E+00  -9.197869287899540E+00
  3  3  2.294731029980311E+00  -6.101898420629467E+00
  4  0 -1.902156365469017E+01  -0.000000000000000E+00
  4  1 -1.383780492545432E+01  -1.037835369409074E+01
  4  2  4.244264010691555E+00   1.455176232237104E+01
  4  3 -1.032628963491140E+01   2.745854289283259E+01
  4  4 -1.457592055740661E+01   9.293186541344635E+00
  5  0 -1.121626686279867E+01  -0.000000000000000E+00
  5  1  5.713023906478237E+01   4.284767929858678E+01
  5  2  7.785355123104759E+00   2.669264613635916E+01
  5  3  2.235661284986453E+01  -5.944826598713981E+01
  5  4  7.251428919441851E+01  -4.623301929663118E+01
  5  5  4.519487331005356E+01   3.437479131733843E+00
  6  0  1.954643710163177E+02   0.000000000000000E+00
  6  1 -5.615741256579918E+01  -4.211805942434938E+01
  6  2 -5.981087797190051E+01  -2.050658673322302E+02
  6  3  4.030478631306499E+00  -1.071740908779229E+01
  6  4 -1.909615962353703E+02   1.217516059489268E+02
  6  5 -2.444286496612455E+02  -1.859101090170570E+01
  6  6 -8.871386854541436E+01  -7.771615677219313E+01

# r =  0.000000000000000E+00  0.000000000000000E+00  0.000000000000000E+00
# R =  1.500000000000000E+00 -2.000000000000000E+00  1.500000000000000E+00
# l  m                  (r+R)^l Ylm(r+R)
  0  0  2.820947917738781E-01   0.000000000000000E+00
  1  0  7.329037678543798E-01   0.000000000000000E+00
  1  1  5.182412242070032E-01  -6.909882989426710E-01
  2  0 -5.519352391919106E-01  -0.000000000000000E+00
  2  1  1.738233909104353E+00  -2.317645212139138E+00
